UserId,Gender,DateOfBirth,PremiumPupil
4227,2,,
3303,0,,
2465,0,,
5583,1,,
5095,0,,
4527,1,2007-12-01 00:00:00.000,1.0
1836,1,,
1599,0,,
53,2,2008-04-01 00:00:00.000,0.0
3404,0,,
969,2,2008-01-01 00:00:00.000,1.0
1622,2,,
3215,2,2008-07-01 00:00:00.000,0.0
4221,2,2007-10-01 00:00:00.000,0.0
1325,1,,
2976,1,2008-03-01 00:00:00.000,1.0
3730,0,,
3788,1,2008-08-01 00:00:00.000,1.0
4347,0,,
4139,1,2008-06-01 00:00:00.000,1.0
973,0,,
76,0,,
1923,2,2008-04-01 00:00:00.000,
2573,2,,
5310,0,,
2834,2,2008-01-01 00:00:00.000,0.0
2402,1,2008-08-01 00:00:00.000,0.0
2340,1,2008-01-01 00:00:00.000,
1463,1,2007-11-01 00:00:00.000,1.0
1973,2,2008-05-01 00:00:00.000,0.0
6087,2,2008-03-01 00:00:00.000,0.0
1546,0,,
3028,1,2008-02-01 00:00:00.000,0.0
4685,2,2008-07-01 00:00:00.000,0.0
3020,1,,
5642,0,,
6077,0,,
5615,1,2008-08-01 00:00:00.000,1.0
2953,0,,
2618,1,2007-11-01 00:00:00.000,0.0
1649,2,2008-04-01 00:00:00.000,0.0
943,0,,
64,2,2007-10-01 00:00:00.000,0.0
1519,0,,
4870,0,,
2860,2,2008-01-01 00:00:00.000,1.0
3336,2,2008-02-01 00:00:00.000,0.0
3995,0,,
2917,1,2008-08-01 00:00:00.000,0.0
2287,0,,
2046,1,2007-09-01 00:00:00.000,0.0
6139,0,,
1868,0,,
3850,0,,
4495,2,2007-11-01 00:00:00.000,1.0
6120,1,2008-01-01 00:00:00.000,
5735,1,2008-03-01 00:00:00.000,1.0
4334,1,2007-09-01 00:00:00.000,0.0
2510,1,,
3937,1,2008-03-01 00:00:00.000,1.0
235,1,2007-12-01 00:00:00.000,0.0
510,0,,
3316,0,,
6145,0,,
5437,1,,
2391,2,2007-12-01 00:00:00.000,
325,1,2008-03-01 00:00:00.000,0.0
3963,1,2007-12-01 00:00:00.000,0.0
5015,2,2008-02-01 00:00:00.000,0.0
3447,0,,
867,1,2007-09-01 00:00:00.000,0.0
519,0,,
398,0,,
5928,0,,
504,0,,
606,0,,
177,0,,
2363,2,2007-12-01 00:00:00.000,0.0
477,2,2008-06-01 00:00:00.000,0.0
4737,1,2008-08-01 00:00:00.000,1.0
5827,2,2009-05-01 00:00:00.000,
4366,1,2008-04-01 00:00:00.000,0.0
1165,0,,
3997,0,,
1553,0,,
3957,1,2007-10-01 00:00:00.000,0.0
6123,0,,
4806,2,2007-12-01 00:00:00.000,0.0
5112,1,2007-09-01 00:00:00.000,
5071,0,,
6061,0,,
4761,1,2008-03-01 00:00:00.000,0.0
2758,2,2008-08-01 00:00:00.000,0.0
2971,0,,
458,1,2008-02-01 00:00:00.000,1.0
996,1,2008-04-01 00:00:00.000,0.0
1512,0,,
6014,1,2008-08-01 00:00:00.000,
1758,0,,
2166,1,2008-02-01 00:00:00.000,0.0
5034,2,2007-09-01 00:00:00.000,0.0
1421,2,,
5588,2,,
970,2,2007-12-01 00:00:00.000,0.0
3320,0,,
4552,0,,
1224,0,,
5072,0,,
2076,1,2007-11-01 00:00:00.000,1.0
2640,0,,
4228,2,2007-10-01 00:00:00.000,0.0
1747,1,2008-06-01 00:00:00.000,
3024,2,2007-10-01 00:00:00.000,0.0
5196,0,,
4890,2,,
3080,2,2008-07-01 00:00:00.000,0.0
4417,0,,
161,0,,
4207,1,2008-03-01 00:00:00.000,1.0
3410,2,,
4516,1,2008-08-01 00:00:00.000,1.0
296,1,2008-01-01 00:00:00.000,0.0
6116,0,,
1618,0,,
6027,2,2007-11-01 00:00:00.000,0.0
4472,1,2007-09-01 00:00:00.000,
2448,0,,
6031,1,2007-10-01 00:00:00.000,0.0
1226,2,2007-10-01 00:00:00.000,0.0
2575,3,,
3437,1,,
5668,0,,
5765,0,,
2442,1,2007-11-01 00:00:00.000,0.0
350,1,2007-10-01 00:00:00.000,0.0
5946,1,,
2019,0,,
5438,2,,
1752,0,,
5854,2,2008-03-01 00:00:00.000,0.0
6040,0,,
590,0,,
5595,0,,
2602,0,,
3472,0,,
1689,1,2008-06-01 00:00:00.000,0.0
1822,0,,
2085,2,,
4777,2,,
2226,0,,
3411,1,2007-12-01 00:00:00.000,
4770,2,2008-01-01 00:00:00.000,0.0
6144,2,,
3637,0,,
4396,1,2008-04-01 00:00:00.000,
4304,1,2008-06-01 00:00:00.000,0.0
2745,0,,
3292,2,,
2487,0,,
835,0,,
1329,0,,
553,0,,
2068,1,2008-01-01 00:00:00.000,1.0
5670,1,2007-12-01 00:00:00.000,1.0
4439,1,2007-11-01 00:00:00.000,
5955,1,,
1931,1,2008-03-01 00:00:00.000,0.0
1468,1,2008-06-01 00:00:00.000,1.0
2308,2,2008-07-01 00:00:00.000,1.0
537,2,,
5203,0,,
2111,2,2007-09-01 00:00:00.000,0.0
1385,1,2008-02-01 00:00:00.000,0.0
397,2,2008-08-01 00:00:00.000,1.0
1113,0,,
4839,0,,
2013,1,2008-03-01 00:00:00.000,0.0
3169,1,2008-07-01 00:00:00.000,0.0
2211,1,2007-12-01 00:00:00.000,0.0
4842,1,2007-09-01 00:00:00.000,0.0
5467,0,,
4281,1,2008-07-01 00:00:00.000,1.0
2027,0,,
2895,2,2007-09-01 00:00:00.000,0.0
598,1,,
4750,1,2008-01-01 00:00:00.000,
3386,1,,
2097,2,,
3027,0,,
656,2,2008-08-01 00:00:00.000,0.0
2495,0,,
4081,1,2007-12-01 00:00:00.000,1.0
4867,2,2008-01-01 00:00:00.000,0.0
2440,1,2008-06-01 00:00:00.000,0.0
3236,2,2007-09-01 00:00:00.000,1.0
333,0,,
3289,1,2007-10-01 00:00:00.000,
4332,1,2008-02-01 00:00:00.000,0.0
1072,0,,
6125,1,2008-04-01 00:00:00.000,1.0
2826,1,2007-11-01 00:00:00.000,0.0
283,2,2008-01-01 00:00:00.000,0.0
4204,2,2007-09-01 00:00:00.000,
5737,0,,
825,0,,
1620,0,,
5953,1,2008-05-01 00:00:00.000,0.0
5340,2,2008-07-01 00:00:00.000,0.0
3537,1,,
1440,1,2008-01-01 00:00:00.000,0.0
2202,0,,
4201,1,2008-04-01 00:00:00.000,0.0
254,2,2007-12-01 00:00:00.000,0.0
3061,1,2007-09-01 00:00:00.000,0.0
2257,0,,
162,1,2007-09-01 00:00:00.000,0.0
1851,2,,
2962,2,2007-09-01 00:00:00.000,0.0
4034,2,2008-08-01 00:00:00.000,0.0
647,0,,
114,2,2008-05-01 00:00:00.000,
805,1,2008-01-01 00:00:00.000,0.0
1943,1,,
2857,1,2007-12-01 00:00:00.000,1.0
1441,2,2008-05-01 00:00:00.000,0.0
1449,0,,
6044,0,,
2671,2,2008-05-01 00:00:00.000,
2133,2,,
1704,0,,
677,1,,
1632,2,2008-06-01 00:00:00.000,0.0
2660,1,2007-10-01 00:00:00.000,0.0
2038,2,,
1309,2,2008-03-01 00:00:00.000,0.0
3000,0,,
4800,2,2008-02-01 00:00:00.000,0.0
2878,0,,
857,0,,
4242,0,,
3004,0,,
2029,0,,
4723,2,,
1984,1,2007-12-01 00:00:00.000,0.0
3224,2,2007-09-01 00:00:00.000,0.0
4790,0,,
5333,0,,
5482,2,2008-03-01 00:00:00.000,0.0
3692,0,,
1844,1,2008-06-01 00:00:00.000,0.0
2656,2,2007-09-01 00:00:00.000,0.0
4874,2,,
5081,0,,
1558,2,2008-03-01 00:00:00.000,1.0
2000,0,,
2634,1,2007-11-01 00:00:00.000,0.0
3090,2,2008-04-01 00:00:00.000,0.0
336,2,2008-01-01 00:00:00.000,1.0
303,1,2007-10-01 00:00:00.000,0.0
540,0,,
2057,0,,
268,0,,
65,2,2008-04-01 00:00:00.000,0.0
4575,1,2008-04-01 00:00:00.000,0.0
2327,1,,
2241,1,,
4540,0,,
5418,1,2008-08-01 00:00:00.000,1.0
2584,0,,
5361,2,,
4823,2,2008-06-01 00:00:00.000,1.0
3125,1,2008-06-01 00:00:00.000,1.0
1311,1,2008-06-01 00:00:00.000,0.0
2570,2,2008-08-01 00:00:00.000,0.0
3966,2,,
4589,2,2007-11-01 00:00:00.000,1.0
1243,0,,
2578,0,,
5709,0,,
5342,0,,
1257,2,,
1251,0,,
2708,0,,
5970,2,2008-01-01 00:00:00.000,0.0
4272,0,,
6143,0,,
5194,0,,
979,1,,
2778,1,,
1946,1,2007-09-01 00:00:00.000,0.0
5175,1,2008-05-01 00:00:00.000,0.0
5180,0,,
4015,1,2008-01-01 00:00:00.000,1.0
4224,0,,
1544,0,,
2201,1,,
3091,0,,
2603,1,,
820,1,2008-08-01 00:00:00.000,0.0
205,1,2008-06-01 00:00:00.000,0.0
278,0,,
4752,0,,
4621,1,2007-10-01 00:00:00.000,1.0
608,2,2008-06-01 00:00:00.000,0.0
5166,1,2007-10-01 00:00:00.000,1.0
898,2,2007-12-01 00:00:00.000,
1552,1,2007-05-01 00:00:00.000,
3148,0,,
564,2,2008-03-01 00:00:00.000,0.0
5110,2,2007-11-01 00:00:00.000,0.0
3246,1,,
2428,1,2007-10-01 00:00:00.000,0.0
1867,0,,
5712,0,,
4245,0,,
4563,0,,
6079,0,,
4018,2,2008-04-01 00:00:00.000,
3855,0,,
917,0,,
5151,0,,
1856,0,,
1706,0,,
1198,2,,
3612,0,,
4566,2,,
4543,1,2007-09-01 00:00:00.000,0.0
775,1,2007-10-01 00:00:00.000,1.0
958,2,2007-10-01 00:00:00.000,0.0
5986,2,,
1726,1,2008-01-01 00:00:00.000,
11,2,,
6032,1,2008-06-01 00:00:00.000,0.0
4065,2,2008-05-01 00:00:00.000,0.0
479,0,,
3346,2,2006-08-01 00:00:00.000,
5124,1,2008-08-01 00:00:00.000,1.0
2167,1,2008-07-01 00:00:00.000,1.0
4662,0,,
1012,2,2007-11-01 00:00:00.000,0.0
5879,0,,
2574,1,2008-05-01 00:00:00.000,1.0
3572,0,,
1419,1,2007-02-01 00:00:00.000,1.0
5682,0,,
6147,0,,
4681,0,,
5601,1,,
5304,1,,
493,0,,
5659,1,2008-04-01 00:00:00.000,0.0
5398,2,2008-06-01 00:00:00.000,1.0
5782,0,,
2500,1,,
2232,1,2008-05-01 00:00:00.000,1.0
5198,0,,
3916,0,,
1160,0,,
323,0,,
2037,0,,
1327,0,,
5331,0,,
3536,0,,
2258,0,,
426,0,,
5501,2,2008-02-01 00:00:00.000,0.0
1677,0,,
3653,1,2007-11-01 00:00:00.000,
5289,1,2008-01-01 00:00:00.000,1.0
1635,0,,
2096,2,2007-11-01 00:00:00.000,0.0
450,0,,
2840,1,2008-02-01 00:00:00.000,0.0
957,0,,
40,2,2007-09-01 00:00:00.000,0.0
4724,0,2008-04-01 00:00:00.000,
2189,0,,
1031,1,,
1907,0,,
5013,1,2008-03-01 00:00:00.000,0.0
3600,1,2007-12-01 00:00:00.000,0.0
4664,0,,
5478,0,,
2814,1,2007-09-01 00:00:00.000,0.0
3722,0,,
1454,2,,
5813,2,2007-11-01 00:00:00.000,0.0
1785,2,2007-10-01 00:00:00.000,0.0
3527,1,2008-04-01 00:00:00.000,1.0
1189,0,,
1567,0,,
3942,0,,
281,0,,
5956,1,2008-07-01 00:00:00.000,1.0
4597,1,2007-12-01 00:00:00.000,0.0
4883,0,,
1869,2,2008-05-01 00:00:00.000,1.0
614,2,2008-02-01 00:00:00.000,0.0
4351,2,,
5648,1,,
5042,1,2007-10-01 00:00:00.000,1.0
5613,1,2008-06-01 00:00:00.000,
245,2,,
1587,2,2007-09-01 00:00:00.000,0.0
365,0,,
3551,0,,
5341,0,,
2670,0,,
4803,0,,
5247,1,2007-12-01 00:00:00.000,0.0
2370,2,2008-02-01 00:00:00.000,0.0
5248,0,,
2916,0,,
312,1,,
4295,0,,
517,2,2008-05-01 00:00:00.000,0.0
4545,1,2008-01-01 00:00:00.000,1.0
62,2,2008-03-01 00:00:00.000,0.0
4840,0,,
2181,1,,
2918,0,,
2002,0,,
5602,0,,
1987,0,,
5156,1,,
120,0,,
2907,0,,
3636,1,2008-05-01 00:00:00.000,0.0
800,0,,
2441,0,,
5375,0,,
686,0,,
740,2,2007-10-01 00:00:00.000,0.0
5345,0,,
868,1,,
2024,0,,
5864,1,2008-07-01 00:00:00.000,
2352,0,,
4460,2,,
4249,0,,
3122,0,,
4395,0,,
1315,0,,
2761,1,,
6118,2,,
5666,1,2008-06-01 00:00:00.000,1.0
2237,1,,
1054,0,,
4376,0,,
4136,2,,
5596,0,,
2015,1,,
2235,2,2008-06-01 00:00:00.000,0.0
3765,1,2008-03-01 00:00:00.000,0.0
3260,1,,
4781,2,2008-05-01 00:00:00.000,1.0
5665,1,,
2172,2,2008-02-01 00:00:00.000,0.0
5651,0,,
4191,1,2007-09-01 00:00:00.000,0.0
5126,2,,
5187,0,,
1476,0,,
4869,0,,
4421,1,2007-12-01 00:00:00.000,1.0
293,2,2007-11-01 00:00:00.000,0.0
1059,1,2008-02-01 00:00:00.000,1.0
100,2,2009-08-01 00:00:00.000,
5593,2,2008-06-01 00:00:00.000,0.0
3771,2,2008-06-01 00:00:00.000,0.0
3006,2,,
1988,1,2008-06-01 00:00:00.000,1.0
541,1,2007-09-01 00:00:00.000,0.0
307,1,,
197,2,2008-05-01 00:00:00.000,0.0
5408,2,,
3213,2,2007-12-01 00:00:00.000,0.0
4884,0,,
1926,1,2007-11-01 00:00:00.000,0.0
2336,1,2008-07-01 00:00:00.000,
1307,2,,
239,0,,
2712,0,,
2645,0,,
5322,2,2007-10-01 00:00:00.000,0.0
6102,1,,
28,2,2008-06-01 00:00:00.000,0.0
330,0,,
229,0,,
4026,0,,
3693,1,2007-09-01 00:00:00.000,0.0
2679,1,2007-11-01 00:00:00.000,1.0
1134,1,,
2740,2,2008-05-01 00:00:00.000,1.0
5627,2,,
4925,0,,
2100,2,,
3018,0,,
402,1,2007-09-01 00:00:00.000,1.0
5105,0,,
337,1,2008-02-01 00:00:00.000,0.0
3295,1,2008-06-01 00:00:00.000,1.0
2561,1,,
4020,0,,
163,1,2008-06-01 00:00:00.000,0.0
6084,0,,
1029,2,2007-09-01 00:00:00.000,0.0
3398,2,2008-05-01 00:00:00.000,0.0
381,1,2008-05-01 00:00:00.000,1.0
968,2,2008-05-01 00:00:00.000,0.0
4476,0,,
3228,0,2008-08-01 00:00:00.000,
2372,1,2008-03-01 00:00:00.000,0.0
2074,2,2008-08-01 00:00:00.000,
1017,0,,
5172,2,2007-12-01 00:00:00.000,1.0
2685,1,2008-01-01 00:00:00.000,0.0
4054,3,,
784,0,,
1362,0,,
482,2,2007-10-01 00:00:00.000,0.0
2548,0,,
2662,2,2007-11-01 00:00:00.000,0.0
2681,2,,
5733,1,2008-04-01 00:00:00.000,0.0
1107,0,,
8,0,,
3769,0,,
5113,1,2008-05-01 00:00:00.000,
2342,1,2008-07-01 00:00:00.000,1.0
2568,1,,
2961,2,,
5407,0,,
4995,1,2008-06-01 00:00:00.000,0.0
1393,1,2008-05-01 00:00:00.000,0.0
3051,2,2007-12-01 00:00:00.000,0.0
255,2,2008-08-01 00:00:00.000,1.0
2926,0,,
1154,1,2008-01-01 00:00:00.000,0.0
1063,2,2007-11-01 00:00:00.000,0.0
3081,0,,
1223,0,,
4534,2,2008-08-01 00:00:00.000,1.0
1608,1,,
5811,0,,
4670,2,2008-02-01 00:00:00.000,0.0
4930,2,2008-06-01 00:00:00.000,0.0
2200,2,2007-07-01 00:00:00.000,1.0
3817,1,,
4341,2,,
3906,0,,
6138,0,,
2775,1,2007-09-01 00:00:00.000,1.0
4010,1,,
3617,0,,
1509,2,2008-03-01 00:00:00.000,0.0
1406,0,,
2398,0,,
2270,2,2008-01-01 00:00:00.000,0.0
3158,2,2008-08-01 00:00:00.000,0.0
385,0,,
610,0,,
2896,2,2008-07-01 00:00:00.000,0.0
1802,1,2008-06-01 00:00:00.000,0.0
2668,1,2007-12-01 00:00:00.000,0.0
2300,2,2008-01-01 00:00:00.000,1.0
1402,1,2008-05-01 00:00:00.000,0.0
3750,2,2007-10-01 00:00:00.000,0.0
2321,2,2007-08-01 00:00:00.000,1.0
1371,0,,
5821,0,,
1541,1,2008-03-01 00:00:00.000,0.0
3264,0,,
2755,2,,
4519,2,,
5716,0,,
5066,0,,
1109,1,2008-04-01 00:00:00.000,0.0
1007,2,2007-12-01 00:00:00.000,1.0
3190,1,2008-03-01 00:00:00.000,0.0
4920,0,,
1229,1,,
544,1,,
2173,1,,
1104,2,2008-01-01 00:00:00.000,1.0
6025,2,2007-10-01 00:00:00.000,0.0
1536,1,2007-12-01 00:00:00.000,1.0
3523,0,,
491,0,,
3871,2,2008-01-01 00:00:00.000,0.0
5480,0,,
2514,0,,
5614,2,2008-03-01 00:00:00.000,0.0
117,0,,
4014,0,,
4413,0,,
2010,2,2008-01-01 00:00:00.000,0.0
3098,0,,
2051,0,,
2400,0,,
2267,0,,
3802,1,2007-11-01 00:00:00.000,0.0
1392,2,2008-03-01 00:00:00.000,0.0
713,2,2008-04-01 00:00:00.000,0.0
4844,1,2007-11-01 00:00:00.000,0.0
4993,1,2008-07-01 00:00:00.000,0.0
2550,2,2008-04-01 00:00:00.000,1.0
4005,0,,
5761,1,2007-10-01 00:00:00.000,1.0
5630,1,,
1197,1,2008-07-01 00:00:00.000,0.0
135,0,,
2942,2,2007-10-01 00:00:00.000,
1176,2,2008-02-01 00:00:00.000,1.0
186,1,2008-08-01 00:00:00.000,0.0
3482,1,,
3902,1,,
3486,1,2007-11-01 00:00:00.000,0.0
3313,0,,
4038,0,,
5673,0,,
1945,2,,
3450,0,,
2751,2,2007-12-01 00:00:00.000,0.0
5134,0,,
2945,0,,
2178,0,,
3227,1,2008-03-01 00:00:00.000,1.0
166,0,,
605,0,,
4474,0,,
81,2,2007-12-01 00:00:00.000,
4970,0,,
5170,1,2008-03-01 00:00:00.000,1.0
1935,2,2008-02-01 00:00:00.000,0.0
2687,0,,
1779,0,,
4264,1,2007-12-01 00:00:00.000,
4561,0,,
4533,2,2008-08-01 00:00:00.000,0.0
4565,2,2007-10-01 00:00:00.000,0.0
4300,2,2008-02-01 00:00:00.000,0.0
3924,0,,
2852,1,2008-03-01 00:00:00.000,1.0
2522,0,,
2868,0,,
4679,1,,
922,0,,
5024,1,2008-01-01 00:00:00.000,0.0
2882,2,2008-01-01 00:00:00.000,1.0
2078,0,,
3101,0,,
3275,0,,
1066,2,,
2064,2,,
4900,0,,
2264,0,,
959,2,2007-10-01 00:00:00.000,0.0
2936,0,,
4582,0,,
5537,0,,
2939,1,,
1056,0,,
676,0,,
5080,1,,
494,0,,
4387,0,,
5531,2,2008-07-01 00:00:00.000,0.0
1279,2,2004-02-01 00:00:00.000,1.0
2688,2,2008-03-01 00:00:00.000,0.0
74,2,2008-02-01 00:00:00.000,0.0
1848,1,,
2951,2,2007-09-01 00:00:00.000,0.0
3540,1,,
429,1,2008-01-01 00:00:00.000,0.0
2328,0,,
6090,2,2008-05-01 00:00:00.000,1.0
414,1,2008-08-01 00:00:00.000,0.0
5907,0,,
3631,0,,
4075,0,,
1481,0,,
6113,0,,
5801,2,2008-04-01 00:00:00.000,0.0
1818,0,,
1513,1,2007-10-01 00:00:00.000,0.0
3630,0,,
3768,2,,
5995,1,2008-07-01 00:00:00.000,
886,2,2007-11-01 00:00:00.000,1.0
3542,2,,
4093,1,,
3253,0,,
587,2,2008-07-01 00:00:00.000,0.0
2357,1,2007-11-01 00:00:00.000,
1369,0,,
2890,0,,
4370,0,,
919,1,,
5662,2,2007-11-01 00:00:00.000,1.0
5433,1,2008-05-01 00:00:00.000,0.0
2886,0,,
965,0,,
226,2,2008-04-01 00:00:00.000,0.0
2649,1,2007-10-01 00:00:00.000,1.0
1976,1,2006-12-01 00:00:00.000,0.0
4506,2,,
4891,2,,
2839,0,,
3071,0,,
5317,0,,
5776,1,2008-07-01 00:00:00.000,0.0
2039,1,2008-01-01 00:00:00.000,0.0
3522,2,,
5590,0,,
4958,2,,
4310,1,2008-01-01 00:00:00.000,0.0
6039,0,,
5051,0,,
2124,0,,
5057,1,2008-04-01 00:00:00.000,
3271,1,2008-04-01 00:00:00.000,0.0
4282,0,,
5159,2,2004-09-01 00:00:00.000,
2345,0,,
3210,0,,
3520,1,2008-05-01 00:00:00.000,1.0
6005,2,2008-04-01 00:00:00.000,0.0
3562,2,2008-06-01 00:00:00.000,0.0
1993,1,2007-10-01 00:00:00.000,0.0
2614,1,2008-03-01 00:00:00.000,0.0
424,0,,
3790,0,,
2114,1,,
693,0,,
3706,0,,
3909,0,,
4704,0,,
222,0,,
5421,0,,
3627,1,,
3298,0,,
5497,2,2007-11-01 00:00:00.000,0.0
115,0,,
2823,2,2008-02-01 00:00:00.000,0.0
3760,2,2008-04-01 00:00:00.000,0.0
789,1,2007-12-01 00:00:00.000,0.0
5483,1,2008-07-01 00:00:00.000,0.0
4117,1,2007-11-01 00:00:00.000,1.0
104,2,2008-06-01 00:00:00.000,1.0
2034,1,2007-10-01 00:00:00.000,0.0
1479,0,,
806,2,,
1616,0,,
5845,0,,
1626,2,2008-06-01 00:00:00.000,0.0
2011,0,,
4885,1,,
1232,1,2008-06-01 00:00:00.000,0.0
3435,0,,
1051,1,2007-12-01 00:00:00.000,0.0
1108,2,2007-12-01 00:00:00.000,0.0
1016,0,,
4029,2,,
2516,0,,
4345,0,,
2151,1,2008-08-01 00:00:00.000,0.0
5076,0,,
6047,0,,
5376,0,,
4525,1,2007-09-01 00:00:00.000,1.0
4473,1,2007-09-01 00:00:00.000,0.0
1041,1,,
5649,0,,
3897,2,2008-07-01 00:00:00.000,1.0
783,2,2008-06-01 00:00:00.000,0.0
471,0,,
951,1,,
4269,0,,
4785,2,2008-02-01 00:00:00.000,1.0
3898,2,2008-02-01 00:00:00.000,0.0
5965,0,,
4456,1,,
5394,2,2007-12-01 00:00:00.000,0.0
5144,0,,
1194,0,,
4594,2,2007-10-01 00:00:00.000,1.0
1171,0,,
260,0,,
126,2,2007-09-01 00:00:00.000,0.0
5903,0,,
981,2,2007-12-01 00:00:00.000,0.0
5990,0,,
3127,0,,
2332,2,,
5297,0,,
4981,2,,
5570,1,2020-01-01 00:00:00.000,
1535,0,,
4441,1,2008-06-01 00:00:00.000,
2159,0,,
4716,2,,
6046,0,,
4945,1,2008-02-01 00:00:00.000,0.0
2736,2,2007-10-01 00:00:00.000,
873,1,2008-08-01 00:00:00.000,1.0
1465,0,,
2932,2,2008-04-01 00:00:00.000,1.0
3458,2,,
1528,0,,
803,2,,
5440,0,,
1759,0,,
1233,1,,
2460,0,,
662,1,2007-09-01 00:00:00.000,0.0
3062,0,,
701,2,,
4776,0,,
485,0,,
5315,2,2007-09-01 00:00:00.000,0.0
4666,2,2006-12-01 00:00:00.000,1.0
5808,0,,
4639,0,,
2783,1,2008-08-01 00:00:00.000,0.0
1124,0,,
749,2,2008-03-01 00:00:00.000,
5818,2,2008-07-01 00:00:00.000,1.0
66,1,,
5348,2,,
4608,0,,
521,0,,
4078,2,,
1431,1,2008-01-01 00:00:00.000,
2827,2,2008-03-01 00:00:00.000,0.0
1872,1,2008-03-01 00:00:00.000,0.0
3163,1,2008-01-01 00:00:00.000,0.0
4459,0,,
4458,0,,
1824,1,,
5002,2,2025-04-01 00:00:00.000,
19,1,2007-11-01 00:00:00.000,0.0
802,0,,
2859,0,,
1238,1,2008-02-01 00:00:00.000,0.0
2310,0,,
2835,1,,
670,1,2007-12-01 00:00:00.000,1.0
2120,2,2008-03-01 00:00:00.000,
4826,0,,
1342,0,,
1424,2,2007-12-01 00:00:00.000,0.0
3846,0,,
3904,2,2008-04-01 00:00:00.000,0.0
3492,0,,
3539,1,,
3605,1,,
270,0,,
6121,1,2007-11-01 00:00:00.000,0.0
3202,2,2008-05-01 00:00:00.000,0.0
2431,0,,
1549,0,,
3922,0,,
410,1,2008-08-01 00:00:00.000,0.0
2176,0,,
4357,1,,
5167,1,2007-09-01 00:00:00.000,0.0
3494,0,,
2042,1,,
3034,0,,
3035,0,,
2476,2,2008-08-01 00:00:00.000,0.0
3998,0,,
2519,0,,
747,0,,
3379,2,2008-06-01 00:00:00.000,0.0
269,0,,
1073,0,,
4004,2,2007-11-01 00:00:00.000,0.0
5830,0,,
3810,1,2007-10-01 00:00:00.000,0.0
3740,0,,
6051,2,2008-04-01 00:00:00.000,0.0
4337,1,2007-09-01 00:00:00.000,1.0
3979,0,,
4558,1,2008-04-01 00:00:00.000,0.0
1709,2,2008-05-01 00:00:00.000,1.0
4437,0,,
1295,0,,
3919,2,1994-05-01 00:00:00.000,
1147,2,,
1780,0,,
1351,0,,
4445,2,2007-06-01 00:00:00.000,
4669,1,2008-02-01 00:00:00.000,0.0
944,2,,
1458,1,2008-08-01 00:00:00.000,1.0
1153,1,,
4536,0,,
5287,1,2008-06-01 00:00:00.000,0.0
1126,1,2008-03-01 00:00:00.000,
1411,1,,
4431,0,,
1423,0,,
1174,1,,
4485,0,,
2389,0,,
1332,0,,
5861,1,2008-01-01 00:00:00.000,0.0
860,2,2007-10-01 00:00:00.000,0.0
947,0,,
367,1,2007-09-01 00:00:00.000,0.0
1353,1,,
2606,0,,
1805,1,2007-11-01 00:00:00.000,1.0
4170,1,2008-05-01 00:00:00.000,0.0
5799,0,,
6085,0,,
1494,0,,
1377,1,,
2719,1,2008-02-01 00:00:00.000,0.0
667,1,,
369,2,2008-05-01 00:00:00.000,1.0
648,0,,
4702,2,2008-08-01 00:00:00.000,0.0
4455,0,,
3269,2,2007-10-01 00:00:00.000,1.0
1703,0,,
6119,2,2008-05-01 00:00:00.000,0.0
5431,0,,
1970,3,,
4974,2,2006-10-01 00:00:00.000,
1793,1,2004-01-01 00:00:00.000,
5053,0,,
3685,0,,
1901,2,2008-01-01 00:00:00.000,0.0
5572,0,,
56,1,2008-01-01 00:00:00.000,1.0
5676,1,2006-08-01 00:00:00.000,0.0
3480,0,,
198,1,2008-08-01 00:00:00.000,1.0
1317,1,2007-10-01 00:00:00.000,1.0
1930,1,2008-05-01 00:00:00.000,0.0
2800,2,2007-11-01 00:00:00.000,0.0
4991,0,,
1810,0,,
2403,2,2008-07-01 00:00:00.000,1.0
2309,1,2006-06-01 00:00:00.000,0.0
5147,1,2007-11-01 00:00:00.000,0.0
2187,0,,
3044,1,2008-08-01 00:00:00.000,1.0
588,2,,
796,1,2007-10-01 00:00:00.000,0.0
418,1,,
4989,2,2008-01-01 00:00:00.000,0.0
3464,0,,
2435,2,2008-07-01 00:00:00.000,1.0
348,2,,
1116,1,2008-03-01 00:00:00.000,1.0
453,0,,
2420,1,,
4570,0,,
977,2,2008-04-01 00:00:00.000,0.0
4607,1,2008-01-01 00:00:00.000,1.0
2963,0,,
4185,0,,
2405,2,2007-10-01 00:00:00.000,1.0
3773,2,,
2604,1,2008-05-01 00:00:00.000,1.0
941,1,2008-07-01 00:00:00.000,
3726,1,,
579,2,2008-03-01 00:00:00.000,1.0
373,2,2008-01-01 00:00:00.000,0.0
1685,0,,
3197,1,,
5068,1,,
4013,0,,
3958,0,,
5358,2,2008-03-01 00:00:00.000,0.0
3660,1,2008-06-01 00:00:00.000,1.0
1472,1,,
2899,2,2008-01-01 00:00:00.000,1.0
4728,1,,
2508,2,2008-06-01 00:00:00.000,1.0
4933,2,2008-08-01 00:00:00.000,0.0
4719,1,2008-02-01 00:00:00.000,1.0
3086,1,2008-02-01 00:00:00.000,0.0
1985,0,,
3592,0,,
1934,0,,
2669,1,,
832,0,,
1925,1,2007-11-01 00:00:00.000,0.0
2791,1,2008-08-01 00:00:00.000,0.0
5851,1,,
3643,2,2008-02-01 00:00:00.000,0.0
2534,2,,
1550,0,,
1893,0,,
4135,0,,
5416,2,,
